"Mladoletniki, proti katerim je bil kazenski postopek pred senatom pravnomoèno konèan po: KAZNIVO DEJANJE, VRSTA ODLOÈBE, SPOL , LETO"

" ";" ";"Spol - SKUPAJ";" ";" ";" ";"Moški";" ";" ";" ";"Ženske";" ";" ";" "
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;1;-;-;-;1;-;-;-;-
"4.XXIV.248010 izdelava, pridobitev in odtujitev pripomoèkov za ponarejanje - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;-;-;1;-;-;-;1;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;1;-;-;-;1;-;-;-;-
"4.XXV KAZNIVA DEJANJA ZOPER PRAVNI PROMET"
" ";"Odloèba sodišèa - SKUPAJ";-;3;-;3;-;2;-;3;-;1;-;-
" ";"Postopek pred senatom ustavljen";-;2;-;3;-;2;-;3;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;1;-;-;-;-;-;-;-;1;-;-
"4.XXV.251 ponarejanje listin"
" ";"Odloèba sodišèa - SKUPAJ";-;3;-;3;-;2;-;3;-;1;-;-
" ";"Postopek pred senatom ustavljen";-;2;-;3;-;2;-;3;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;1;-;-;-;-;-;-;-;1;-;-
"4.XXV.251010 ponarejanje listin - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;3;-;2;-;2;-;2;-;1;-;-
" ";"Postopek pred senatom ustavljen";-;2;-;2;-;2;-;2;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;1;-;-;-;-;-;-;-;1;-;-
"4.XXV.251030 ponarejanje listin - od. 3"
" ";"Odloèba sodišèa - SKUPAJ";-;-;-;1;-;-;-;1;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;-;1;-;-;-;1;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXVIII KAZNIVA DEJANJA ZOPER PRAVOSODJE"
" ";"Odloèba sodišèa - SKUPAJ";-;8;5;6;-;4;3;3;-;4;2;3
" ";"Postopek pred senatom ustavljen";-;5;2;1;-;2;2;-;-;3;-;1
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;3;3;5;-;2;1;3;-;1;2;2
"4.XXVIII.281 opustitev ovadbe kaznivega dejanja ali storilca"
" ";"Odloèba sodišèa - SKUPAJ";-;-;-;1;-;-;-;-;-;-;-;1
" ";"Postopek pred senatom ustavljen";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;1;-;-;-;-;-;-;-;1
"4.XXVIII.281010 opustitev ovadbe kaznivega dejanja ali storilca - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;-;-;1;-;-;-;-;-;-;-;1
" ";"Postopek pred senatom ustavljen";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;1;-;-;-;-;-;-;-;1
"4.XXVIII.283 kriva ovadba"
" ";"Odloèba sodišèa - SKUPAJ";-;5;4;5;-;2;2;3;-;3;2;2
" ";"Postopek pred senatom ustavljen";-;3;1;1;-;1;1;-;-;2;-;1
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;2;3;4;-;1;1;3;-;1;2;1
"4.XXVIII.283010 kriva ovadba - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;5;3;5;-;2;2;3;-;3;1;2
" ";"Postopek pred senatom ustavljen";-;3;1;1;-;1;1;-;-;2;-;1
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;2;2;4;-;1;1;3;-;1;1;1
"4.XXVIII.283043 kriva ovadba - od. 4 v zvezi z od. 3"
" ";"Odloèba sodišèa - SKUPAJ";-;-;1;-;-;-;-;-;-;-;1;-
" ";"Postopek pred senatom ustavljen";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;1;-;-;-;-;-;-;-;1;-
"4.XXVIII.284 kriva izpovedba"
" ";"Odloèba sodišèa - SKUPAJ";-;3;-;-;-;2;-;-;-;1;-;-
" ";"Postopek pred senatom ustavljen";-;2;-;-;-;1;-;-;-;1;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;1;-;-;-;1;-;-;-;-;-;-
"4.XXVIII.284010 kriva izpovedba - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;1;-;-;-;1;-;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;1;-;-;-;1;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXVIII.284030 kriva izpovedba - od. 3"
" ";"Odloèba sodišèa - SKUPAJ";-;2;-;-;-;1;-;-;-;1;-;-
" ";"Postopek pred senatom ustavljen";-;1;-;-;-;-;-;-;-;1;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;1;-;-;-;1;-;-;-;-;-;-
"4.XXVIII.286 oviranje pravosodnih in drugih državnih organov"
" ";"Odloèba sodišèa - SKUPAJ";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXVIII.286010 oviranje pravosodnih in drugih državnih organov - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIX KAZNIVA DEJANJA ZOPER JAVNI RED IN MIR"
" ";"Odloèba sodišèa - SKUPAJ";1;46;49;53;1;44;47;51;-;2;2;2
" ";"Postopek pred senatom ustavljen";1;27;32;32;1;25;31;30;-;2;1;2
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;19;17;21;-;19;16;21;-;-;1;-
"4.XXIX.296 nasilništvo"
" ";"Odloèba sodišèa - SKUPAJ";1;29;29;40;1;27;27;39;-;2;2;1
" ";"Postopek pred senatom ustavljen";1;13;16;24;1;11;15;23;-;2;1;1
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;16;13;16;-;16;12;16;-;-;1;-
"4.XXIX.296010 nasilništvo - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;8;15;5;-;6;13;5;-;2;2;-
" ";"Postopek pred senatom ustavljen";-;4;8;3;-;2;7;3;-;2;1;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;4;7;2;-;4;6;2;-;-;1;-
"4.XXIX.296021 nasilništvo - od. 2 v zvezi z od. 1"
" ";"Odloèba sodišèa - SKUPAJ";1;21;14;35;1;21;14;34;-;-;-;1
" ";"Postopek pred senatom ustavljen";1;9;8;21;1;9;8;20;-;-;-;1
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;12;6;14;-;12;6;14;-;-;-;-
"4.XXIX.297 javno spodbujanje sovraštva, nasilja ali nestrpnosti"
" ";"Odloèba sodišèa - SKUPAJ";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIX.297020 javno spodbujanje sovraštva, nasilja ali nestrpnosti - od. 2"
" ";"Odloèba sodišèa - SKUPAJ";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIX.298 sodelovanje v skupini, ki stori kaznivo dejanje"
" ";"Odloèba sodišèa - SKUPAJ";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;1;-;-;-;1;-;-;-;-;-
"4.XXIX.298021 sodelovanje v skupini, ki stori kaznivo dejanje - od. 2 v zvezi z od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;1;-;-;-;1;-;-;-;-;-
"4.XXIX.299 prepreèitev uradnega dejanja ali mašèevanja uradni osebi"
" ";"Odloèba sodišèa - SKUPAJ";-;5;5;6;-;5;5;5;-;-;-;1
" ";"Postopek pred senatom ustavljen";-;3;4;4;-;3;4;3;-;-;-;1
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;2;1;2;-;2;1;2;-;-;-;-
"4.XXIX.299010 prepreèitev uradnega dejanja ali mašèevanja uradni osebi - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;2;-;4;-;2;-;3;-;-;-;1
" ";"Postopek pred senatom ustavljen";-;1;-;3;-;1;-;2;-;-;-;1
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;1;-;1;-;1;-;1;-;-;-;-
"4.XXIX.299021 prepreèitev uradnega dejanja ali mašèevanja uradni osebi - od. 2 v zvezi z od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIX.299031 prepreèitev uradnega dejanja ali mašèevanja uradni osebi - od. 3 v zvezi z od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;3;3;1;-;3;3;1;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;2;3;1;-;2;3;1;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;1;-;-;-;1;-;-;-;-;-;-
"4.XXIX.299032 prepreèitev uradnega dejanja ali mašèevanja uradni osebi - od. 3 v zvezi z od. 2"
" ";"Odloèba sodišèa - SKUPAJ";-;-;1;1;-;-;1;1;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;1;1;-;-;1;1;-;-;-;-
"4.XXIX.300 napad na uradno osebo, ko opravlja naloge varnosti"
" ";"Odloèba sodišèa - SKUPAJ";-;3;8;1;-;3;8;1;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;3;6;-;-;3;6;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;2;1;-;-;2;1;-;-;-;-
"4.XXIX.300010 napad na uradno osebo, ko opravlja naloge varnosti - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;2;7;1;-;2;7;1;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;2;5;-;-;2;5;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;2;1;-;-;2;1;-;-;-;-
"4.XXIX.300021 napad na uradno osebo, ko opravlja naloge varnosti - od. 2 v zvezi z od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;1;1;-;-;1;1;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;1;1;-;-;1;1;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIX.301 sodelovanje v skupini, ki prepreèi uradni osebi uradno dejanje"
" ";"Odloèba sodišèa - SKUPAJ";-;4;-;1;-;4;-;1;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;4;-;1;-;4;-;1;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIX.301010 sodelovanje v skupini, ki prepreèi uradni osebi uradno dejanje - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;4;-;1;-;4;-;1;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;4;-;1;-;4;-;1;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIX.306 izdelovanje in pridobivanje orožja in pripomoèkov, namenjenih za kaznivo dejanje"
" ";"Odloèba sodišèa - SKUPAJ";-;-;-;1;-;-;-;1;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;-;1;-;-;-;1;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIX.306032 izdelovanje in pridobivanje orožja in pripomoèkov, namenjenih za kaznivo dejanje - od. 3 v zvezi z od. 2"
" ";"Odloèba sodišèa - SKUPAJ";-;-;-;1;-;-;-;1;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;-;1;-;-;-;1;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIX.307 nedovoljena proizvodnja in promet orožja ali eksploziva"
" ";"Odloèba sodišèa - SKUPAJ";-;1;1;-;-;1;1;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;1;1;-;-;1;1;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIX.307010 nedovoljena proizvodnja in promet orožja ali eksploziva - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIX.307050 nedovoljena proizvodnja in promet orožja ali eksploziva - od. 5"
" ";"Odloèba sodišèa - SKUPAJ";-;1;-;-;-;1;-;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;1;-;-;-;1;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIX.308 prepovedano prehajanje meje ali ozemlja države"
" ";"Odloèba sodišèa - SKUPAJ";-;1;-;-;-;1;-;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;1;-;-;-;1;-;-;-;-;-;-
"4.XXIX.308030 prepovedano prehajanje meje ali ozemlja države - od. 3"
" ";"Odloèba sodišèa - SKUPAJ";-;1;-;-;-;1;-;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;1;-;-;-;1;-;-;-;-;-;-
"4.XXIX.309 zloraba znamenj za pomoè in za nevarnost"
" ";"Odloèba sodišèa - SKUPAJ";-;3;1;1;-;3;1;1;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;3;1;-;-;3;1;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;1;-;-;-;1;-;-;-;-
"4.XXIX.309010 zloraba znamenj za pomoè in za nevarnost - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;3;1;1;-;3;1;1;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;3;1;-;-;3;1;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;1;-;-;-;1;-;-;-;-
"4.XXIX.310 samovoljnost"
" ";"Odloèba sodišèa - SKUPAJ";-;-;3;3;-;-;3;3;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;3;2;-;-;3;2;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;1;-;-;-;1;-;-;-;-
"4.XXIX.310032 samovoljnost - od. 3 v zvezi z od. 2"
" ";"Odloèba sodišèa - SKUPAJ";-;-;2;-;-;-;2;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;2;-;-;-;2;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIX.310042 samovoljnost - od. 4 v zvezi z od. 2"
" ";"Odloèba sodišèa - SKUPAJ";-;-;1;3;-;-;1;3;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;1;2;-;-;1;2;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;1;-;-;-;1;-;-;-;-
"4.XXX KAZNIVA DEJANJA ZOPER SPLOŠNO VARNOST LJUDI IN PREMOŽENJA"
" ";"Odloèba sodišèa - SKUPAJ";-;4;1;1;-;3;1;-;-;1;-;1
" ";"Postopek pred senatom ustavljen";-;3;1;1;-;2;1;-;-;1;-;1
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;1;-;-;-;1;-;-;-;-;-;-
"4.XXX.314 povzroèitev splošne nevarnosti"
" ";"Odloèba sodišèa - SKUPAJ";-;4;1;1;-;3;1;-;-;1;-;1
" ";"Postopek pred senatom ustavljen";-;3;1;1;-;2;1;-;-;1;-;1
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;1;-;-;-;1;-;-;-;-;-;-
"4.XXX.314010 povzroèitev splošne nevarnosti - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;3;1;-;-;2;1;-;-;1;-;-
" ";"Postopek pred senatom ustavljen";-;3;1;-;-;2;1;-;-;1;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXX.314020 povzroèitev splošne nevarnosti - od. 2"
" ";"Odloèba sodišèa - SKUPAJ";-;1;-;-;-;1;-;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;1;-;-;-;1;-;-;-;-;-;-
"4.XXX.314031 povzroèitev splošne nevarnosti - od. 3 v zvezi z od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;-;-;1;-;-;-;-;-;-;-;1
" ";"Postopek pred senatom ustavljen";-;-;-;1;-;-;-;-;-;-;-;1
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXXI KAZNIVA DEJANJA ZOPER VARNOST JAVNEGA PROMETA"
" ";"Odloèba sodišèa - SKUPAJ";-;4;3;6;-;4;3;5;-;-;-;1
" ";"Postopek pred senatom ustavljen";-;2;2;1;-;2;2;1;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;2;1;5;-;2;1;4;-;-;-;1
"4.XXXI.323 povzroèitev prometne nesreèe iz malomarnosti"
" ";"Odloèba sodišèa - SKUPAJ";-;-;2;4;-;-;2;3;-;-;-;1
" ";"Postopek pred senatom ustavljen";-;-;1;1;-;-;1;1;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;1;3;-;-;1;2;-;-;-;1
"4.XXXI.323010 povzroèitev prometne nesreèe iz malomarnosti - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;-;2;4;-;-;2;3;-;-;-;1
" ";"Postopek pred senatom ustavljen";-;-;1;1;-;-;1;1;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;1;3;-;-;1;2;-;-;-;1
"4.XXXI.324 nevarna vožnja v cestnem prometu"
" ";"Odloèba sodišèa - SKUPAJ";-;2;1;1;-;2;1;1;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;2;-;1;-;2;-;1;-;-;-;-
"4.XXXI.324010 nevarna vožnja v cestnem prometu - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;1;-;1;-;1;-;1;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;1;-;1;-;1;-;1;-;-;-;-
"4.XXXI.324031 nevarna vožnja v cestnem prometu - od. 3 v zvezi z od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;1;1;-;-;1;1;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;1;-;-;-;1;-;-;-;-;-;-
"4.XXXI.328 zapustitev poškodovanca v prometni nesreèi brez pomoèi"
" ";"Odloèba sodišèa - SKUPAJ";-;2;-;1;-;2;-;1;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;2;-;-;-;2;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;1;-;-;-;1;-;-;-;-
"4.XXXI.328010 zapustitev poškodovanca v prometni nesreèi brez pomoèi - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;2;-;1;-;2;-;1;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;2;-;-;-;2;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;1;-;-;-;1;-;-;-;-
"4.XXXII KAZNIVA DEJANJA ZOPER OKOLJE, PROSTOR IN NARAVNE DOBRINE"
" ";"Odloèba sodišèa - SKUPAJ";-;-;-;1;-;-;-;1;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;-;1;-;-;-;1;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXXII.344 nezakonito ravnanje z zašèitenimi živalmi in rastlinami"
